timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
214962.914,20.996,16.602,26.367,31.250,45.898,0
214962.918,23.926,22.949,29.297,39.062,83.496,0
214962.922,33.691,23.926,15.625,32.715,74.219,0
214962.926,28.320,19.531,7.812,25.391,81.055,0
214962.930,26.855,24.902,23.438,31.738,73.242,0
214962.934,24.414,28.320,29.297,36.133,38.086,0
214962.938,17.578,24.902,30.273,28.320,32.227,0
214962.942,23.926,24.414,29.785,34.668,76.172,0
214962.945,33.203,22.949,26.367,36.621,73.242,0
214962.949,33.691,15.625,24.414,29.785,-6.836,0
214962.953,32.227,12.695,21.973,41.016,26.855,0
214962.957,35.645,16.113,20.508,41.992,92.773,0
214962.961,37.109,23.926,24.414,36.133,44.922,0
214962.965,30.762,21.484,32.227,36.621,30.273,0
214962.969,24.414,13.672,29.785,33.691,44.434,0
214962.973,20.020,18.066,26.855,31.250,57.617,0
214962.977,17.578,10.742,30.273,20.996,65.430,0
214962.981,23.438,2.441,34.668,27.832,28.809,0
214962.984,30.273,14.648,27.344,47.363,34.668,0
214962.988,35.156,20.020,22.461,46.387,94.727,0
214962.992,41.016,18.066,31.738,42.969,118.164,0
214962.996,38.574,25.879,32.227,37.109,67.383,0
214963.000,32.715,26.367,29.297,33.691,21.484,0
214963.004,32.227,12.695,25.879,32.227,13.672,0
214963.008,35.645,13.672,27.832,30.273,45.410,0
214963.012,44.922,26.855,31.738,30.273,37.109,0
214963.016,49.316,26.855,27.344,32.715,3.906,0
214963.020,33.691,20.020,36.133,37.109,23.438,0
214963.024,19.531,20.020,33.691,41.992,5.859,0
214963.027,24.902,20.508,17.578,40.039,15.137,0
214963.031,29.785,22.461,28.320,37.109,47.852,0
214963.035,33.691,22.461,33.203,45.410,65.430,0
214963.039,37.109,22.949,35.156,37.598,28.809,0
214963.043,29.297,27.344,42.969,22.461,17.090,0
214963.047,17.090,20.996,42.480,21.973,47.363,0
214963.051,25.879,16.113,35.156,21.484,26.855,0
214963.055,38.574,18.066,24.414,35.645,35.156,0
214963.059,30.273,15.137,24.902,41.504,63.477,0
214963.063,20.020,12.207,35.645,18.066,42.480,0
214963.067,25.879,15.137,43.945,15.137,53.223,2
214963.070,26.367,20.508,40.039,24.414,61.035,0
214963.074,26.367,24.902,33.203,24.902,52.734,0
214963.078,28.320,31.250,32.227,21.484,66.406,0
214963.082,23.438,34.180,34.668,11.719,13.184,0
214963.086,20.020,31.250,34.668,10.742,-7.324,0
214963.090,25.391,27.344,27.344,26.367,7.812,0
214963.094,28.809,21.484,19.531,35.156,17.090,0
214963.098,23.438,14.648,28.809,23.926,35.645,0
214963.102,33.203,13.672,37.109,22.949,12.207,0
214963.106,34.180,15.625,43.945,21.973,16.602,0
214963.109,23.926,16.113,45.410,22.461,20.020,0
214963.113,34.180,20.508,33.691,29.297,-10.742,0
