timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
215091.164,26.367,12.695,45.410,22.461,41.504,0
215091.168,24.414,22.461,43.945,22.949,56.641,0
215091.172,32.715,32.715,41.504,39.062,70.801,0
215091.176,36.621,34.180,34.180,36.621,36.133,0
215091.180,33.203,26.367,18.555,24.902,68.848,0
215091.184,33.203,28.809,16.113,26.367,57.617,0
215091.188,43.945,35.156,23.438,34.668,-2.441,0
215091.192,42.969,27.832,11.719,41.016,13.184,0
215091.195,33.203,28.809,17.090,22.949,1.953,0
215091.199,30.273,28.809,33.691,15.137,0.488,0
215091.203,30.762,24.414,33.691,38.086,65.430,0
215091.207,29.785,27.344,29.785,38.086,70.801,0
215091.211,27.832,28.809,29.297,29.297,16.602,0
215091.215,34.668,29.297,33.203,34.180,1.953,0
215091.219,37.109,30.762,29.297,34.668,13.184,0
215091.223,35.156,30.273,20.020,45.410,-0.977,0
215091.227,47.363,35.645,27.344,56.641,-0.488,0
215091.231,50.293,39.062,35.645,51.758,41.016,0
215091.235,39.062,31.738,29.785,42.969,35.645,0
215091.238,30.273,19.043,22.949,31.738,14.648,0
215091.242,25.391,21.973,29.785,20.996,24.902,0
215091.246,32.227,33.691,40.527,32.715,39.551,0
215091.250,37.109,28.320,31.250,36.621,18.066,0
215091.254,27.832,20.996,35.156,33.691,3.418,0
215091.258,28.809,32.227,45.898,37.598,-3.906,0
215091.262,34.180,43.945,47.363,41.992,36.133,0
215091.266,35.645,44.922,42.969,44.922,57.617,0
215091.270,38.086,41.504,37.598,43.945,33.691,0
215091.274,37.598,41.016,37.598,41.504,61.035,0
215091.277,41.016,35.156,41.016,48.828,22.949,0
215091.281,44.434,25.879,32.227,53.711,-36.621,0
215091.285,41.992,27.832,24.902,38.086,-36.133,0
215091.289,41.016,31.738,31.738,38.574,-13.672,0
215091.293,41.504,34.668,35.645,42.969,6.348,0
215091.297,38.574,44.434,42.480,33.691,-4.883,0
215091.301,33.691,43.457,41.504,34.180,9.277,0
215091.305,36.133,34.180,42.969,41.504,22.461,0
215091.309,34.668,29.785,38.574,39.551,20.020,0
215091.313,39.062,34.668,31.250,46.875,52.246,0
215091.317,42.480,33.691,43.457,50.293,69.336,0
215091.320,38.086,23.438,45.898,46.875,53.711,1
215091.324,42.480,23.438,34.180,57.129,20.996,0
215091.328,42.480,24.414,31.250,43.457,-5.371,0
215091.332,40.039,31.738,37.109,40.039,3.906,0
215091.336,43.945,41.504,44.434,50.293,47.363,0
215091.340,38.086,42.480,41.504,33.691,49.316,0
215091.344,30.762,41.992,37.109,31.738,63.965,0
215091.348,24.902,32.227,36.133,34.668,52.246,0
215091.352,18.555,25.391,31.738,31.738,34.668,0
215091.356,29.297,32.715,29.297,34.668,21.973,0
215091.360,37.598,32.715,33.691,42.480,6.836,0
215091.363,34.668,26.367,35.156,43.945,62.988,0
215091.367,37.598,28.320,31.738,52.246,55.176,0
215091.371,41.992,32.715,29.785,62.012,-3.906,0
215091.375,34.668,25.879,33.691,38.086,-35.156,0
215091.379,31.250,22.949,35.645,26.855,-34.668,0
215091.383,34.668,25.391,33.203,42.969,30.273,0
215091.387,25.391,24.414,30.273,39.062,36.133,0
215091.391,21.484,29.785,30.273,31.738,6.348,0
215091.395,31.250,40.527,28.809,34.180,19.531,0
215091.399,39.551,43.457,22.461,40.527,20.508,0
215091.402,38.574,39.062,28.320,32.227,-0.977,0
215091.406,33.203,38.086,40.039,30.273,-1.465,0
215091.410,32.715,34.668,40.527,36.133,26.855,0
215091.414,36.621,33.691,31.738,39.062,37.598,0
215091.418,43.457,32.715,20.996,42.480,-24.414,0
215091.422,45.898,26.367,16.602,30.273,-55.176,0
215091.426,31.250,21.484,30.762,27.832,-12.695,0
215091.430,24.902,26.367,37.109,35.645,38.086,0
215091.434,23.926,31.738,29.785,23.438,4.395,0
215091.438,18.066,28.809,23.926,20.020,-14.648,0
215091.442,24.902,34.180,33.203,36.133,54.688,0
215091.445,31.250,44.434,36.621,37.598,26.367,0
215091.449,36.133,46.387,23.438,42.480,-1.953,0
215091.453,37.598,41.504,26.367,41.016,31.738,0
215091.457,35.645,38.574,42.480,42.480,20.508,0
215091.461,29.785,36.621,36.621,41.992,-24.902,0
215091.465,29.785,31.738,27.344,29.785,-40.527,0
215091.469,36.133,29.297,26.367,28.320,-23.438,0
215091.473,33.203,31.738,25.879,28.809,0.977,0
215091.477,30.273,32.715,31.738,30.273,-5.371,0
215091.481,43.945,33.203,25.391,38.574,2.441,0
215091.485,51.758,33.691,26.367,50.781,54.199,0
215091.488,38.086,33.691,40.039,48.828,48.828,0
215091.492,30.273,34.668,38.574,39.062,39.062,0
215091.496,23.926,31.738,27.832,28.320,52.734,0
215091.500,25.391,36.133,28.809,29.297,83.984,0
215091.504,41.992,44.922,41.504,36.133,65.430,0
215091.508,44.922,41.504,40.527,29.785,63.965,0
215091.512,42.480,29.785,27.832,35.156,43.457,0
215091.516,43.945,25.879,25.391,45.898,-5.859,0
215091.520,42.969,37.598,31.738,44.922,20.020,0
215091.524,38.086,44.922,25.391,37.598,12.695,0
215091.527,26.855,36.133,29.785,31.250,-4.395,0
215091.531,23.926,29.297,43.457,33.691,17.578,0
215091.535,32.715,41.016,35.156,48.340,3.418,0
215091.539,41.016,45.410,30.762,55.176,23.438,0
215091.543,38.086,32.715,40.527,39.551,49.805,0
215091.547,27.832,31.738,34.668,21.484,56.641,0
215091.551,29.297,37.109,24.414,24.902,52.246,0
215091.555,42.480,35.645,27.344,31.738,17.090,0
215091.559,41.992,32.715,31.738,28.809,11.719,0
215091.563,33.691,33.203,38.086,21.973,33.691,0
215091.567,33.203,34.180,37.109,19.043,44.922,0
215091.570,41.504,32.715,32.227,22.949,2.441,0
215091.574,45.410,30.762,23.438,36.133,29.785,0
215091.578,41.016,22.461,16.602,41.016,74.219,0
215091.582,41.992,30.273,14.648,33.203,65.430,0
215091.586,42.480,43.457,24.902,35.645,62.988,0
215091.590,41.016,32.715,35.156,36.621,47.852,0
215091.594,32.227,25.391,38.574,35.645,65.430,0
215091.598,29.785,32.227,42.969,43.945,55.664,0
215091.602,32.227,38.574,39.551,41.504,17.090,0
215091.606,23.438,30.273,29.297,27.832,33.203,0
215091.610,21.973,21.973,30.762,27.832,57.617,0
215091.613,30.273,32.227,27.344,36.621,56.152,0
215091.617,35.645,25.391,17.578,45.410,19.531,0
215091.621,36.133,10.742,25.879,47.852,69.336,0
215091.625,31.250,24.902,45.898,38.086,85.449,0
215091.629,28.809,40.527,47.363,33.203,54.199,0
215091.633,27.344,39.551,40.039,31.738,45.898,0
215091.637,24.902,25.391,35.156,22.461,4.395,0
215091.641,30.273,23.438,33.203,24.902,-7.812,0
215091.645,38.086,30.273,29.785,34.180,1.465,0
215091.649,33.203,24.414,22.949,35.156,16.113,0
215091.652,30.762,22.461,26.367,34.668,20.508,0
215091.656,33.203,31.250,22.461,34.668,20.996,0
215091.660,39.062,36.621,10.742,38.574,2.441,0
215091.664,44.434,40.039,24.902,39.062,17.578,0
215091.668,45.898,39.062,43.945,41.504,52.734,0
215091.672,39.062,33.691,41.992,51.270,35.156,0
