timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
38680.562,-44.434,-42.480,-58.105,-47.363,0.000,0
38680.565,-56.641,-74.219,-68.848,-68.848,0.000,0
38680.569,-64.941,-63.965,-55.176,-72.754,0.000,0
38680.573,-62.500,-47.363,-48.340,-57.129,0.000,0
38680.577,-57.617,-52.246,-61.523,-41.016,0.000,0
38680.581,-53.223,-57.617,-52.246,-43.457,0.000,0
38680.585,-56.152,-73.730,-36.133,-57.129,0.000,0
38680.589,-54.199,-54.199,-41.504,-53.711,0.000,0
38680.593,-46.875,-44.434,-42.480,-41.992,0.000,0
38680.597,-41.992,-43.457,-33.691,-39.551,0.000,0
38680.601,-39.551,-34.180,-40.039,-40.039,0.000,0
38680.605,-50.293,-67.383,-46.875,-54.199,0.000,0
38680.608,-59.082,-68.359,-46.387,-56.641,0.000,0
38680.612,-62.500,-55.176,-44.922,-44.922,0.000,0
38680.616,-51.270,-57.129,-46.875,-40.527,0.000,0
38680.620,-37.598,-47.852,-41.992,-30.273,0.000,0
38680.624,-45.410,-62.012,-35.645,-39.062,0.000,0
38680.628,-49.805,-58.105,-48.340,-49.805,0.000,0
38680.632,-36.621,-39.062,-49.316,-33.203,0.000,0
38680.636,-43.945,-45.410,-44.434,-29.785,0.000,0
38680.640,-38.574,-39.551,-34.668,-23.438,0.000,0
38680.644,-36.133,-60.547,-32.715,-39.551,0.000,0
38680.647,-38.574,-54.688,-38.086,-29.785,0.000,0
38680.651,-24.414,-26.367,-34.180,-7.812,0.000,0
38680.655,-32.227,-42.969,-28.320,-18.555,0.000,0
38680.659,-37.109,-39.062,-30.273,-24.414,0.000,0
38680.663,-27.832,-34.668,-33.203,-19.531,0.000,0
38680.667,-37.109,-41.992,-38.086,-32.227,0.000,0
38680.671,-43.945,-28.809,-29.785,-36.621,0.000,0
38680.675,-22.461,-27.832,-31.738,-15.137,0.000,0
38680.679,-14.160,-21.484,-33.203,-19.531,0.000,0
38680.683,-31.738,-10.742,-31.250,-26.367,0.000,0
38680.687,-29.297,-17.578,-41.504,-20.996,0.000,0
38680.690,-2.441,-18.066,-17.090,-13.184,0.000,0
38680.694,-5.371,-24.414,-16.602,-13.184,0.000,0
38680.698,-4.883,-19.531,-28.320,-2.441,0.000,0
38680.702,10.742,0.977,-1.465,6.348,0.000,0
38680.706,22.461,18.066,6.836,17.578,0.000,0
38680.710,46.875,30.273,4.883,21.973,0.000,0
38680.714,37.109,29.297,14.648,8.301,0.000,0
38680.718,16.113,36.621,22.461,20.508,0.000,0
38680.722,28.809,49.316,33.691,29.297,0.000,0
38680.726,33.691,47.852,34.180,30.273,0.000,0
38680.730,21.484,41.016,23.438,23.438,0.000,0
38680.733,22.949,35.156,31.738,23.926,0.000,0
38680.737,21.484,42.969,32.715,37.598,0.000,0
38680.741,27.832,44.922,25.879,30.273,0.000,0
38680.745,28.809,36.133,30.762,25.879,0.000,0
38680.749,31.250,49.316,36.621,44.434,0.000,0
38680.753,44.922,41.016,37.109,43.457,0.000,0
38680.757,51.270,24.414,29.785,39.551,0.000,0
38680.761,28.809,43.457,26.855,50.781,0.000,0
38680.765,25.879,31.738,25.879,41.992,0.000,0
38680.769,26.855,21.973,20.020,30.273,0.000,0
38680.772,19.531,36.621,27.344,30.762,0.000,0
38680.776,29.297,45.410,22.461,36.133,0.000,0
38680.780,23.926,21.973,23.926,30.762,0.000,0
38680.784,22.461,17.090,26.855,26.855,0.000,0
38680.788,38.086,41.992,29.297,34.180,0.000,0
38680.792,21.973,41.504,28.809,19.531,0.000,0
38680.796,31.738,30.762,25.391,27.832,0.000,0
38680.800,35.645,12.207,17.578,20.020,0.000,0
38680.804,-10.254,-7.324,2.930,-7.812,0.000,0
38680.808,-13.672,-12.207,-15.625,-4.395,0.000,0
38680.812,-13.184,-28.809,-31.250,-8.301,0.000,0
38680.815,-31.250,-31.250,-32.715,-14.160,0.000,0
38680.819,-36.621,-33.203,-30.762,-26.367,0.000,0
38680.823,-35.156,-55.176,-35.156,-24.414,0.000,0
38680.827,-29.785,-36.133,-29.785,-13.184,0.000,0
38680.831,-26.367,-24.414,-30.762,-33.203,0.000,0
38680.835,-35.156,-39.551,-35.156,-48.828,0.000,0
38680.839,-51.270,-44.922,-28.809,-50.781,0.000,0
38680.843,-48.828,-49.316,-28.809,-49.316,0.000,0
38680.847,-32.227,-31.738,-53.223,-39.062,0.000,0
38680.851,-27.832,-15.625,-50.781,-34.180,0.000,0
38680.855,-19.531,-28.809,-33.203,-25.391,0.000,0
38680.858,-32.715,-56.641,-30.762,-37.598,0.000,0
38680.862,-31.738,-40.039,-23.926,-38.574,0.000,0
38680.866,-28.320,-35.156,-20.508,-27.344,0.000,0
38680.870,-35.156,-43.945,-23.926,-33.203,0.000,0
38680.874,-23.438,-20.508,-24.414,-30.273,0.000,0
38680.878,-25.391,-32.715,-20.020,-19.043,0.000,0
38680.882,-15.625,-35.156,-20.020,-12.695,0.000,0
38680.886,0.488,-12.207,-14.160,5.371,0.000,0
38680.890,-14.648,-12.695,-15.625,7.812,0.000,0
38680.894,-8.789,-5.371,-7.812,7.324,0.000,0
38680.897,-1.465,-16.602,9.766,20.020,0.000,0
38680.901,-7.324,-17.578,6.836,6.348,0.000,0
38680.905,-0.977,7.324,0.000,0.000,0.000,0
38680.909,-17.090,-2.930,-5.371,5.371,0.000,0
38680.913,-10.254,4.395,4.883,21.484,0.000,0
38680.917,1.465,3.906,4.395,29.297,0.000,0
38680.921,-9.766,-14.648,-8.789,10.254,0.000,0
38680.925,-12.207,-3.418,-1.465,23.438,0.000,0
38680.929,-18.066,-4.883,3.418,32.227,0.000,0
38680.933,-18.555,-2.441,1.465,19.043,0.000,0
38680.937,-9.766,-2.441,4.883,20.508,0.000,0
38680.940,-7.324,2.441,20.996,27.832,0.000,0
38680.944,-12.695,1.953,2.930,16.602,0.000,0
38680.948,-8.789,-7.324,-16.113,18.555,0.000,0
38680.952,-6.836,-2.930,-6.836,26.367,0.000,0
38680.956,-20.508,-9.766,-4.395,20.020,0.000,0
38680.960,-19.043,-16.113,3.906,22.949,0.000,0
38680.964,-7.324,7.812,6.836,33.203,0.000,0
38680.968,3.418,26.855,-1.465,36.133,0.000,0
38680.972,0.488,20.508,0.000,27.832,0.000,0
38680.976,0.000,12.695,20.508,30.762,0.000,0
