timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
109846.531,-79.590,-139.160,-28.809,144.043,0.000,0
109846.535,-88.867,-143.066,-54.199,106.445,0.000,0
109846.539,-111.816,-150.391,-29.297,60.059,0.000,0
109846.543,-92.773,-147.949,-11.719,55.664,0.000,0
109846.547,-83.008,-137.207,-47.363,67.871,0.000,0
109846.551,-93.750,-143.555,-58.594,62.012,0.000,0
109846.555,-106.934,-150.391,-84.473,31.738,0.000,0
109846.559,-97.168,-146.484,-76.660,2.441,0.000,0
109846.563,-95.215,-142.578,-56.641,-11.719,0.000,0
109846.566,-111.328,-151.367,-115.234,-10.742,0.000,0
109846.570,-118.652,-163.574,-155.273,-36.621,0.000,0
109846.574,-125.488,-167.480,-148.926,-62.012,0.000,0
109846.578,-114.746,-157.227,-127.930,-51.270,0.000,0
109846.582,-111.816,-145.508,-121.582,-49.316,0.000,0
109846.586,-110.840,-156.738,-177.246,-61.523,0.000,0
109846.590,-113.281,-161.621,-226.074,-56.641,0.000,0
109846.594,-112.305,-157.227,-226.562,-39.062,0.000,0
109846.598,-127.441,-152.344,-198.730,-48.340,0.000,0
109846.602,-124.023,-140.625,-223.633,-59.570,0.000,0
109846.605,-116.699,-156.250,-299.316,-77.637,0.000,0
109846.609,-114.746,-150.391,-256.348,-68.848,0.000,0
109846.613,-121.582,-142.090,-256.836,-61.523,0.000,0
109846.617,-125.488,-144.043,-315.918,-83.984,0.000,0
109846.621,-115.234,-145.020,-310.547,-105.469,0.000,0
109846.625,-142.090,-145.996,-284.180,-132.812,0.000,0
109846.629,-166.504,-142.090,-295.410,-149.902,0.000,0
109846.633,-164.062,-152.344,-342.773,-139.160,0.000,0
109846.637,-153.809,-136.719,-314.453,-127.441,0.000,0
109846.641,-135.254,-127.930,-294.922,-112.305,0.000,0
109846.645,-131.348,-131.836,-294.434,-107.422,0.000,0
109846.648,-126.465,-132.324,-287.598,-107.422,0.000,0
109846.652,-141.113,-144.531,-266.602,-117.676,0.000,0
109846.656,-142.578,-144.043,-196.289,-128.418,0.000,0
109846.660,-125.000,-142.090,-175.781,-124.023,0.000,0
109846.664,-123.535,-160.156,-187.012,-132.324,0.000,0
109846.668,-122.559,-153.320,-140.137,-119.629,0.000,0
109846.672,-88.379,-132.324,-92.285,-83.984,0.000,0
109846.676,-66.895,-146.973,-48.828,-88.379,0.000,0
109846.680,-73.730,-160.645,-8.789,-104.980,0.000,0
109846.684,-83.008,-150.391,21.484,-100.586,0.000,0
109846.688,-64.453,-153.320,31.250,-98.633,0.000,0
109846.691,-59.082,-161.133,62.500,-97.656,0.000,0
109846.695,-38.574,-152.832,62.988,-86.914,0.000,0
109846.699,-29.297,-154.785,64.941,-92.285,0.000,0
109846.703,-41.016,-164.551,60.059,-104.980,0.000,0
109846.707,-51.758,-165.039,54.199,-115.723,0.000,0
109846.711,-57.129,-159.668,58.594,-102.051,0.000,0
109846.715,-28.320,-160.645,37.109,-107.422,0.000,0
109846.719,-27.344,-166.016,34.668,-127.441,0.000,0
109846.723,-35.645,-164.551,32.715,-100.586,0.000,0
109846.727,-42.969,-165.039,41.504,-100.586,0.000,0
109846.730,-35.156,-168.945,46.875,-107.422,0.000,0
109846.734,-13.184,-154.785,64.941,-95.703,0.000,0
109846.738,-16.602,-147.949,73.242,-94.238,0.000,0
109846.742,-12.695,-152.832,56.641,-92.773,0.000,0
109846.746,0.977,-153.809,37.598,-89.844,0.000,0
109846.750,-15.625,-158.203,20.996,-120.117,0.000,0
109846.754,-14.160,-157.715,36.133,-130.859,0.000,0
109846.758,1.465,-163.086,45.898,-125.000,0.000,0
109846.762,-6.836,-158.203,5.371,-109.863,0.000,0
109846.766,-15.137,-145.508,-10.254,-96.680,0.000,0
109846.770,-44.434,-149.902,-9.277,-110.352,0.000,0
109846.773,-59.082,-158.691,-26.367,-122.070,0.000,0
109846.777,-23.438,-145.996,-26.855,-113.281,0.000,0
109846.781,-22.461,-132.324,-64.453,-97.656,0.000,0
109846.785,-38.574,-139.648,-72.754,-122.070,0.000,0
109846.789,-51.758,-142.090,-62.988,-132.324,0.000,0
109846.793,-40.039,-135.254,-91.797,-104.492,0.000,0
109846.797,-31.738,-145.996,-136.230,-118.652,0.000,0
109846.801,-50.781,-150.391,-116.699,-119.141,0.000,0
109846.805,-60.059,-148.438,-87.891,-127.441,0.000,0
109846.809,-47.363,-148.438,-116.211,-139.160,0.000,0
109846.813,-41.016,-145.020,-120.605,-121.094,0.000,0
109846.816,-37.598,-147.949,-116.211,-134.277,0.000,0
109846.820,-37.109,-137.207,-130.859,-131.836,0.000,0
109846.824,-37.598,-133.789,-132.812,-124.512,0.000,0
109846.828,-15.137,-128.906,-128.418,-116.211,0.000,0
109846.832,-10.254,-123.047,-130.859,-106.445,0.000,0
109846.836,-33.203,-127.930,-127.930,-124.023,0.000,0
109846.840,-32.227,-126.465,-124.512,-137.207,0.000,0
109846.844,-14.648,-112.793,-102.051,-124.023,0.000,0
109846.848,-16.602,-119.141,-112.793,-112.793,0.000,0
109846.852,-20.020,-130.371,-91.309,-124.512,0.000,0
109846.855,-29.297,-132.324,-46.387,-134.766,0.000,0
109846.859,-0.977,-115.723,-34.668,-108.887,0.000,0
109846.863,9.277,-122.070,-71.289,-85.449,0.000,0
109846.867,-27.344,-139.160,-79.102,-96.191,0.000,0
109846.871,-12.207,-139.160,-44.434,-85.938,0.000,0
109846.875,-17.578,-136.719,-38.574,-76.172,0.000,0
109846.879,-39.062,-138.184,-82.520,-91.797,0.000,0
