timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
190954.004,18.555,23.438,51.270,43.457,35.645,0
190954.008,28.320,27.344,25.879,46.387,53.711,0
190954.012,23.926,24.414,9.766,24.902,41.992,0
190954.016,12.695,15.625,12.695,7.812,-8.301,0
190954.020,6.348,12.695,28.809,17.090,13.672,0
190954.024,16.602,20.996,50.781,36.621,50.781,0
190954.028,24.414,33.691,51.270,20.996,30.762,0
190954.032,17.090,31.250,32.715,3.906,-9.766,0
190954.036,15.137,33.203,38.086,9.766,9.277,0
190954.039,21.484,37.598,30.762,25.391,58.105,0
190954.043,24.414,33.203,9.766,21.484,103.027,0
190954.047,15.137,28.320,20.020,-3.906,91.309,0
190954.051,5.371,24.902,25.391,-2.930,63.477,0
190954.055,10.254,25.879,13.672,27.344,91.797,0
190954.059,18.066,30.273,27.832,29.297,96.680,0
190954.063,8.789,20.020,30.273,0.488,42.969,0
190954.067,-0.977,8.301,22.949,-9.277,0.488,0
190954.071,7.812,16.113,36.133,17.090,27.832,0
190954.075,7.324,23.438,34.180,26.855,62.500,0
190954.079,-9.766,22.461,26.367,-9.766,57.129,0
190954.082,-13.672,9.766,27.832,-25.879,-25.879,0
190954.086,-13.184,7.812,31.738,-4.395,-48.340,0
190954.090,-10.254,22.461,38.086,15.625,31.250,0
190954.094,-10.742,27.344,36.133,-3.418,48.340,0
190954.098,-10.742,27.344,22.461,-12.207,8.789,0
190954.102,-9.277,23.438,24.414,5.371,11.719,0
190954.106,-5.859,13.184,30.762,24.414,108.887,0
190954.110,2.441,11.230,34.180,17.090,109.375,0
190954.114,2.441,16.602,35.645,-6.836,77.637,0
190954.118,3.418,22.949,34.668,1.953,61.035,0
190954.122,9.277,28.809,36.621,36.621,24.414,0
190954.125,14.160,27.832,31.738,37.109,24.414,0
190954.129,12.695,26.367,32.227,-0.488,-25.391,0
190954.133,3.906,16.602,31.250,-8.789,-26.855,0
190954.137,5.371,9.766,36.133,20.996,36.133,0
190954.141,25.879,21.484,43.945,41.016,66.895,0
190954.145,25.391,26.855,34.180,17.578,13.184,0
190954.149,16.113,28.320,26.367,3.418,-40.527,0
190954.153,18.555,31.250,20.508,22.949,2.441,0
190954.157,23.438,27.832,20.508,35.645,52.246,0
190954.161,27.832,30.762,28.320,21.484,36.133,0
190954.164,27.344,34.180,32.227,9.766,5.859,0
190954.168,18.555,33.203,29.297,17.578,-27.344,0
190954.172,16.113,28.809,27.832,34.180,-34.668,0
190954.176,21.973,29.297,36.133,26.367,-17.578,0
190954.180,21.973,25.391,38.574,6.348,13.184,0
190954.184,14.160,20.996,38.574,4.883,10.254,0
