timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
191470.848,36.621,12.207,36.621,39.062,64.941,0
191470.852,41.016,30.762,29.297,42.480,94.238,0
191470.856,32.227,26.855,29.785,25.391,60.059,0
191470.860,23.438,20.508,32.227,23.438,34.668,0
191470.864,31.738,18.555,30.273,39.551,77.148,0
191470.868,40.039,15.625,28.320,44.434,91.797,0
191470.872,29.785,18.066,23.438,29.297,35.645,0
191470.875,20.996,20.020,24.902,17.090,-0.977,0
191470.879,18.555,16.602,32.715,30.273,39.062,0
191470.883,28.809,18.555,38.574,50.781,90.820,0
191470.887,33.691,24.902,35.645,36.133,52.246,0
191470.891,28.320,20.996,35.156,23.926,1.465,0
191470.895,23.438,9.766,32.715,26.855,-18.066,0
191470.899,30.273,14.648,25.879,39.062,72.266,0
191470.903,34.180,30.273,23.438,28.320,69.336,0
191470.907,27.832,31.250,33.691,12.695,-30.273,0
191470.911,25.391,20.508,40.039,23.926,-13.672,0
191470.914,31.738,16.113,34.668,43.457,43.457,0
191470.918,33.203,18.066,38.574,36.133,-2.930,0
191470.922,25.391,19.043,39.551,14.648,-104.004,0
191470.926,15.625,21.484,32.227,13.672,-75.195,0
191470.930,19.043,19.043,37.109,31.738,61.523,0
191470.934,30.273,15.625,33.691,41.992,81.543,0
191470.938,25.391,14.648,23.926,22.461,-9.766,0
191470.942,26.367,2.441,27.832,9.766,-13.184,0
191470.946,35.156,5.859,32.227,29.785,26.367,0
191470.950,31.738,24.414,24.414,46.875,15.137,0
191470.954,28.809,23.438,19.043,32.715,27.344,0
191470.957,23.926,16.602,17.090,20.508,43.457,0
191470.961,21.484,15.137,19.531,20.996,36.133,0
191470.965,28.320,17.090,35.645,26.855,53.711,0
191470.969,23.438,13.672,39.551,18.555,29.785,0
191470.973,18.555,9.277,35.156,14.648,17.090,0
191470.977,20.020,13.672,36.621,29.785,27.344,0
191470.981,20.996,22.949,37.109,40.039,62.500,0
191470.985,24.902,22.949,32.227,27.344,80.566,0
191470.989,26.367,21.973,25.879,11.230,64.941,0
191470.993,24.902,33.691,31.250,12.695,56.641,0
191470.997,26.855,34.668,31.738,26.367,65.430,0
191471.000,30.762,25.879,26.855,32.715,83.008,0
191471.004,31.738,26.855,30.273,31.738,62.500,0
191471.008,25.879,27.832,33.203,23.926,20.996,0
191471.012,24.414,23.926,30.762,14.648,33.203,0
191471.016,26.855,21.973,30.762,24.414,87.402,0
191471.020,20.996,23.438,24.414,20.508,62.988,0
191471.024,14.160,24.414,20.508,10.254,-22.461,0
191471.028,15.137,21.973,25.879,18.066,-31.738,0
191471.032,27.832,15.625,27.832,33.203,51.270,0
191471.036,33.203,9.766,31.250,26.855,50.293,0
191471.039,22.461,14.648,38.574,13.184,-14.648,0
191471.043,16.113,19.531,43.457,18.066,-17.090,0
191471.047,18.066,18.555,37.109,31.250,43.457,1
191471.051,20.508,18.555,29.785,29.297,74.219,0
191471.055,20.020,15.625,26.367,13.184,-11.719,0
191471.059,15.625,11.230,23.438,7.324,-22.461,0
191471.063,18.066,12.207,20.020,35.645,72.266,0
191471.067,26.367,16.602,25.879,52.246,83.008,0
191471.071,23.438,19.531,33.691,28.320,32.227,0
191471.075,20.996,13.184,24.414,21.973,-8.301,0
191471.079,26.855,7.324,16.602,32.227,13.184,0
191471.082,29.785,14.648,31.250,37.109,77.148,0
191471.086,21.484,26.367,50.293,25.879,79.102,0
191471.090,15.625,27.832,51.758,12.207,41.992,0
191471.094,16.113,20.508,46.875,16.113,58.594,0
191471.098,18.555,18.066,36.621,30.762,105.469,0
191471.102,21.973,18.555,27.832,24.414,103.027,0
191471.106,19.531,20.020,31.250,8.789,31.250,0
191471.110,15.625,18.555,29.297,12.695,7.812,0
191471.114,22.461,13.672,20.508,28.320,49.316,0
191471.118,28.809,16.602,24.414,25.391,15.137,0
191471.122,26.367,22.461,28.320,17.090,-35.156,0
191471.125,22.949,21.973,27.344,24.902,-0.488,0
191471.129,20.508,16.113,36.133,27.344,29.785,0
191471.133,20.996,15.625,42.969,24.902,25.391,0
191471.137,19.043,23.438,37.109,15.625,11.230,0
191471.141,14.160,22.949,31.250,12.207,-18.555,0
191471.145,13.184,18.066,33.203,22.461,-30.762,0
191471.149,20.996,20.508,38.086,29.785,5.859,0
191471.153,25.391,21.484,41.016,15.625,21.973,0
191471.157,18.555,19.531,29.785,3.906,8.301,0
191471.161,13.672,20.020,23.438,10.254,-10.254,0
191471.164,15.625,18.555,16.602,24.414,21.484,0
191471.168,10.254,19.043,11.719,19.043,96.191,0
191471.172,6.836,18.555,22.461,9.766,27.832,0
191471.176,11.230,16.113,28.320,12.207,-31.250,0
191471.180,12.695,19.531,31.738,22.949,27.344,0
191471.184,13.184,20.996,32.227,36.133,44.922,0
191471.188,19.531,19.043,36.133,27.344,10.254,0
191471.192,20.020,15.625,41.016,13.672,-35.156,0
191471.196,20.996,7.324,42.480,26.367,15.625,0
191471.200,24.414,11.230,44.434,36.133,123.535,0
191471.204,19.531,21.484,36.621,18.555,84.961,0
191471.207,19.043,27.344,21.973,9.766,-6.836,0
191471.211,22.949,34.668,23.438,25.391,33.203,0
191471.215,29.297,33.691,30.273,38.574,105.957,0
191471.219,29.785,26.367,22.949,28.809,51.270,0
191471.223,29.297,25.879,28.809,15.137,0.000,0
191471.227,18.066,24.902,30.762,10.742,37.109,0
191471.231,10.254,16.602,21.973,24.414,58.105,0
191471.235,17.090,15.137,29.297,25.879,80.078,0
191471.239,17.578,18.066,37.598,6.348,42.480,0
191471.243,17.578,22.949,38.086,9.277,-1.465,0
191471.247,22.949,22.461,31.250,30.762,7.812,0
191471.250,29.785,20.508,20.996,42.969,-20.996,0
191471.254,27.832,24.902,23.438,27.832,-39.062,0
191471.258,24.902,27.344,30.762,14.648,-0.488,0
191471.262,24.902,26.367,29.297,22.461,37.598,0
191471.266,26.855,24.414,29.785,31.738,84.473,0
191471.270,26.855,21.484,34.180,26.855,88.867,0
191471.274,27.832,20.996,39.062,25.391,64.453,0
191471.278,26.855,20.020,38.574,34.668,62.500,0
191471.282,28.320,18.555,33.691,49.316,75.195,0
191471.286,29.785,20.508,27.344,35.645,71.777,0
191471.289,28.320,27.832,30.762,17.090,33.691,0
191471.293,30.762,31.738,31.250,21.973,-36.621,0
191471.297,31.738,20.996,20.508,29.785,-41.504,0
191471.301,29.297,19.531,20.020,29.785,20.996,0
191471.305,30.273,33.203,26.367,17.090,20.508,0
191471.309,30.762,37.598,31.250,15.137,-5.859,0
191471.313,32.227,32.227,23.926,37.109,41.016,0
191471.317,33.203,27.344,16.113,43.457,84.473,0
191471.321,28.320,27.832,30.762,20.020,35.156,0
191471.325,25.879,29.785,41.016,15.625,-17.090,0
191471.329,25.391,24.902,35.645,27.832,-23.926,0
191471.332,29.785,19.531,30.762,31.250,16.113,0
191471.336,27.832,20.020,26.855,17.090,25.391,0
191471.340,24.414,18.555,24.414,8.789,-13.672,0
191471.344,22.949,13.672,27.344,15.137,6.836,0
191471.348,25.879,13.672,29.297,34.668,90.820,0
191471.352,28.320,20.508,27.832,34.180,65.918,0
