timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
110710.480,-91.309,-300.781,-171.875,-75.684,0.000,0
110710.484,-69.336,-305.664,-96.191,-71.777,0.000,0
110710.488,-60.059,-312.500,-86.426,-74.707,0.000,0
110710.491,-71.777,-310.547,-138.672,-65.430,0.000,0
110710.495,-78.613,-305.176,-164.062,-45.410,0.000,0
110710.499,-72.266,-311.523,-122.559,-72.754,0.000,0
110710.503,-77.637,-319.824,-82.520,-89.355,0.000,0
110710.507,-83.496,-307.617,-167.480,-82.520,0.000,0
110710.511,-86.914,-298.340,-230.957,-86.426,0.000,0
110710.515,-89.844,-304.199,-169.434,-93.750,0.000,0
110710.519,-84.473,-316.406,-93.750,-110.352,0.000,0
110710.523,-82.031,-313.965,-100.586,-99.609,0.000,0
110710.527,-95.215,-300.293,-159.180,-83.984,0.000,0
110710.530,-108.398,-288.574,-131.836,-81.055,0.000,0
110710.534,-90.332,-285.156,-93.262,-87.891,0.000,0
110710.538,-87.402,-296.875,-108.887,-106.934,0.000,0
110710.542,-122.559,-293.457,-134.766,-102.539,0.000,0
110710.546,-151.367,-272.461,-149.414,-76.660,0.000,0
110710.550,-108.887,-272.949,-119.141,-63.965,0.000,0
110710.554,-55.176,-267.578,-76.660,-64.453,0.000,0
110710.558,-60.547,-250.000,-78.613,-57.617,0.000,0
110710.562,-108.887,-248.535,-64.453,-59.570,0.000,0
110710.566,-104.492,-254.883,-47.852,-63.477,0.000,0
110710.570,-56.641,-247.559,-69.336,-62.500,0.000,0
110710.573,-66.895,-239.258,-122.070,-64.453,0.000,0
110710.577,-101.074,-236.816,-130.859,-53.711,0.000,0
110710.581,-83.984,-231.934,-71.289,-43.945,0.000,0
110710.585,-40.527,-228.516,-44.434,-54.688,0.000,0
110710.589,-48.340,-234.863,-63.477,-57.617,0.000,0
110710.593,-98.145,-243.652,-105.957,-41.016,0.000,0
110710.597,-102.539,-249.023,-126.465,-45.410,0.000,0
110710.601,-50.293,-252.441,-67.871,-76.660,0.000,0
110710.605,-32.715,-238.770,-27.832,-54.688,0.000,0
110710.609,-88.867,-227.051,-53.711,-41.504,0.000,0
110710.613,-91.797,-228.516,-84.961,-57.617,0.000,0
110710.616,-51.758,-215.332,-31.738,-48.340,0.000,0
110710.620,-47.852,-203.613,43.457,-42.480,0.000,0
110710.624,-52.734,-188.477,-9.277,-3.418,0.000,0
110710.628,-53.223,-174.316,-82.520,-16.113,0.000,0
110710.632,-42.969,-169.922,-37.598,-24.414,0.000,0
110710.636,-38.574,-166.016,24.902,3.418,0.000,0
110710.640,-63.965,-166.016,6.348,-13.672,0.000,0
110710.644,-77.148,-157.715,-34.180,-28.320,0.000,0
110710.648,-67.871,-155.273,-30.762,-21.973,0.000,0
110710.652,-65.918,-162.598,26.855,-31.738,0.000,0
110710.655,-54.688,-152.344,11.230,-26.855,0.000,0
110710.659,-61.523,-135.254,-52.246,-29.297,0.000,0
110710.663,-78.613,-130.371,-50.781,-41.016,0.000,0
110710.667,-62.988,-140.137,24.414,-39.062,0.000,0
110710.671,-52.734,-149.902,25.879,-33.691,0.000,0
110710.675,-56.152,-155.273,-58.105,-27.832,0.000,0
110710.679,-71.289,-167.480,-58.594,-32.715,0.000,0
110710.683,-83.008,-177.734,5.371,-41.016,0.000,0
