timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
36797.894,-13.184,94.238,-32.715,-20.996,0.000,0
36797.898,-3.418,104.492,-23.438,7.324,0.000,0
36797.902,4.883,110.840,-21.973,15.625,0.000,0
36797.906,-2.930,121.094,-17.090,9.766,0.000,0
36797.910,-11.719,121.094,-4.883,-8.301,0.000,0
36797.914,-20.020,113.281,-14.160,-22.949,0.000,0
36797.918,-19.043,109.375,-17.578,-20.508,0.000,0
36797.922,2.441,105.957,-8.789,-12.695,0.000,0
36797.926,-18.066,87.891,-15.137,-4.395,0.000,0
36797.930,-44.434,69.336,-20.508,-20.508,0.000,0
36797.933,-28.809,68.359,-8.301,-36.133,0.000,0
36797.937,-40.527,53.711,-17.090,-29.785,0.000,0
36797.941,-53.223,36.621,-25.391,-34.668,0.000,0
36797.945,-32.227,39.062,0.000,-31.738,0.000,0
36797.949,-15.625,29.297,-6.836,-11.230,0.000,0
36797.953,-24.414,15.137,-20.996,-15.137,0.000,0
36797.957,-35.156,8.789,1.465,-29.297,0.000,0
36797.961,-37.109,-5.859,12.695,-30.273,0.000,0
36797.965,-53.223,-12.695,-8.301,-54.688,0.000,0
36797.969,-55.664,-16.113,-19.531,-54.199,0.000,0
36797.973,-42.480,-19.043,0.977,-35.156,0.000,0
36797.976,-41.504,-19.043,21.973,-35.645,0.000,0
36797.980,-43.945,-19.043,20.020,-42.480,0.000,0
36797.984,-50.293,-19.531,19.043,-36.621,0.000,0
36797.988,-51.270,-26.367,20.508,-18.555,0.000,0
36797.992,-22.949,-22.461,25.391,-8.789,0.000,0
36797.996,-10.254,-19.531,30.273,0.488,0.000,0
36798.000,-23.438,-23.438,28.320,-2.930,0.000,0
36798.004,-20.996,-27.344,17.090,-4.883,0.000,0
36798.008,-29.785,-33.691,15.137,-9.766,0.000,0
36798.012,-34.668,-41.992,4.883,-23.926,0.000,0
36798.016,-29.297,-52.246,4.395,-17.578,0.000,0
36798.019,-21.973,-57.129,22.949,-15.137,0.000,0
36798.023,-21.973,-55.176,18.066,1.465,0.000,0
36798.027,-32.715,-57.617,0.977,-11.230,0.000,0
36798.031,-40.039,-56.152,-4.395,-41.016,0.000,0
