timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
36925.769,-25.879,-18.555,-8.789,-16.113,0.000,0
36925.773,-24.902,-22.949,-14.160,-29.297,0.000,0
36925.777,-28.809,-18.555,-19.531,-21.973,0.000,0
36925.781,-26.367,-17.578,-16.113,-14.648,0.000,0
36925.785,-32.715,-21.484,-19.043,-13.184,0.000,0
36925.789,-35.156,-20.508,-23.926,-21.973,0.000,0
36925.793,-21.973,-14.160,-19.043,-21.973,0.000,0
36925.797,-22.461,-19.531,-21.973,-20.020,0.000,0
36925.801,-30.762,-24.414,-36.133,-23.438,0.000,0
36925.805,-27.344,-20.996,-38.086,-13.672,0.000,0
36925.809,-25.391,-24.414,-26.367,-20.996,0.000,0
36925.812,-37.598,-29.297,-33.691,-31.738,0.000,0
36925.816,-24.902,-25.879,-41.992,-19.043,0.000,0
36925.820,-16.602,-23.926,-30.762,-14.648,0.000,0
36925.824,-21.973,-18.066,-17.090,-18.066,0.000,0
36925.828,-23.438,-17.090,-15.137,-15.137,0.000,0
36925.832,-27.344,-20.996,-25.391,-17.090,0.000,0
36925.836,-23.438,-26.367,-31.738,-18.555,0.000,0
36925.840,-15.137,-25.879,-22.461,-17.578,0.000,0
36925.844,-10.254,-24.414,-22.949,-9.766,0.000,0
36925.848,-12.207,-27.832,-24.414,-5.371,0.000,0
36925.851,-14.160,-22.461,-15.625,-15.625,0.000,0
36925.855,-16.113,-25.391,-18.066,-18.066,0.000,0
36925.859,-21.484,-23.438,-19.531,-22.461,0.000,0
36925.863,-11.719,-20.508,-13.672,-20.508,0.000,0
36925.867,-8.301,-20.508,-7.324,-21.484,0.000,0
36925.871,-15.137,-15.137,-17.090,-23.926,0.000,0
36925.875,-11.719,-13.184,-24.902,-24.902,0.000,0
36925.879,-12.695,-18.066,-25.391,-20.508,0.000,0
36925.883,-14.648,-20.508,-24.902,-10.254,0.000,0
36925.887,-10.254,-22.461,-26.367,-11.230,0.000,0
36925.891,-20.996,-16.113,-34.180,-19.531,0.000,0
36925.894,-28.809,-15.625,-29.297,-12.207,0.000,0
36925.898,-20.020,-17.090,-18.555,-9.766,0.000,0
36925.902,-19.531,-14.160,-20.996,-20.020,0.000,0
36925.906,-14.160,-13.184,-18.066,-12.695,0.000,0
36925.910,-14.160,-15.625,-15.137,-18.555,0.000,0
36925.914,-18.066,-12.695,-14.160,-13.672,0.000,0
36925.918,-18.066,-13.184,-14.648,-11.230,0.000,0
36925.922,-25.879,-20.020,-20.996,-27.344,0.000,0
36925.926,-25.879,-17.090,-15.625,-21.484,0.000,0
36925.930,-18.066,-14.648,-18.066,-14.648,0.000,0
36925.934,-16.113,-11.719,-24.902,-13.184,0.000,0
36925.937,-23.438,-10.254,-24.902,-15.625,0.000,0
36925.941,-16.602,-19.043,-29.785,-2.930,0.000,0
36925.945,-19.043,-24.902,-21.973,0.000,0.000,0
36925.949,-25.879,-21.484,-22.461,-24.902,0.000,0
36925.953,-17.578,-20.996,-20.508,-23.438,0.000,0
36925.957,-20.020,-26.855,-18.066,-22.461,0.000,0
36925.961,-20.996,-23.438,-25.879,-27.832,0.000,0
36925.965,-16.602,-18.555,-22.461,-19.531,0.000,0
36925.969,0.977,-21.973,-18.066,-4.395,0.000,0
36925.973,13.184,-12.695,-12.695,3.418,0.000,0
36925.976,-24.414,-14.648,-8.789,-22.949,0.000,0
36925.980,-44.922,-24.414,-17.090,-35.645,0.000,0
36925.984,-31.738,-19.043,-12.695,-34.668,0.000,0
36925.988,-34.668,-20.996,-2.930,-45.898,0.000,0
36925.992,-32.715,-20.020,-19.531,-28.320,0.000,0
36925.996,-18.066,-20.020,-28.809,-18.555,0.000,0
36926.000,-4.395,-25.879,-23.438,-17.578,0.000,0
36926.004,0.488,-20.996,-8.301,-4.883,0.000,0
36926.008,0.977,-19.531,0.488,-13.184,0.000,0
36926.012,-4.883,-24.414,-9.766,-21.484,0.000,0
36926.016,-10.742,-21.484,-12.207,-11.230,0.000,0
36926.019,-7.812,-16.113,-11.230,1.953,0.000,0
36926.023,-7.324,-16.113,-11.719,-6.348,0.000,0
36926.027,-10.254,-22.949,-11.719,-23.438,0.000,0
36926.031,-9.766,-22.949,-16.113,-20.508,0.000,0
36926.035,-11.719,-23.926,-11.719,-14.648,0.000,0
36926.039,-11.230,-29.297,-17.578,-29.785,0.000,0
