timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
38174.124,-22.461,-41.992,-54.688,-15.625,0.000,0
38174.128,-20.508,-43.945,-61.523,-16.602,0.000,0
38174.132,-31.250,-33.203,-66.406,-13.184,0.000,0
38174.136,-31.738,-36.133,-62.988,-16.113,0.000,0
38174.140,-6.836,-42.969,-66.895,5.859,0.000,0
38174.144,13.672,-43.945,-50.781,24.414,0.000,0
38174.147,-8.301,-20.508,-33.203,-10.254,0.000,0
38174.151,-31.250,1.953,-48.828,-23.926,0.000,0
38174.155,-15.137,-27.344,-52.246,4.395,0.000,0
38174.159,-9.766,-61.035,-42.480,9.766,0.000,0
38174.163,-24.414,-54.199,-47.852,-12.207,0.000,0
38174.167,-48.828,-47.852,-48.340,-27.832,0.000,0
38174.171,-40.527,-51.758,-54.688,-5.371,0.000,0
38174.175,-18.555,-61.035,-55.664,1.465,0.000,0
38174.179,-11.719,-73.730,-38.086,3.906,0.000,0
38174.183,-13.672,-50.293,-32.227,1.465,0.000,0
38174.187,-6.348,-48.340,-36.621,-13.672,0.000,0
38174.190,-19.531,-75.195,-45.898,-20.996,0.000,0
38174.194,-30.273,-77.148,-60.547,-31.738,0.000,0
38174.198,-38.574,-63.965,-66.895,-26.367,0.000,0
38174.202,-40.527,-93.750,-54.199,-13.184,0.000,0
38174.206,-40.527,-104.980,-59.570,-25.391,0.000,0
38174.210,-37.109,-77.148,-79.102,-38.574,0.000,0
38174.214,-41.504,-83.008,-73.730,-42.969,0.000,0
38174.218,-46.875,-90.332,-66.895,-41.016,0.000,0
38174.222,-45.410,-95.215,-67.383,-41.992,0.000,0
38174.226,-54.688,-97.168,-72.266,-40.527,0.000,0
38174.230,-46.387,-84.961,-70.801,-42.969,0.000,0
38174.233,-24.414,-87.402,-63.965,-44.434,0.000,0
38174.237,-17.578,-80.566,-61.523,-31.250,0.000,0
38174.241,-20.508,-62.500,-61.035,-24.902,0.000,0
38174.245,-6.348,-61.035,-51.270,-7.812,0.000,0
