timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
161648.111,-24.414,-35.645,-27.344,-16.113,0.000,0
161648.115,-29.785,-33.203,-50.293,-10.742,0.000,0
161648.119,-28.809,-32.715,-36.133,-20.996,0.000,0
161648.123,-28.809,-36.133,-20.508,-17.090,0.000,0
161648.127,-28.809,-35.156,-9.277,0.488,0.000,0
161648.131,-17.578,-31.738,-12.207,-4.395,0.000,0
161648.135,-21.484,-29.297,-27.344,-20.996,0.000,0
161648.138,-32.227,-27.344,-20.508,-15.625,0.000,0
161648.142,-22.949,-30.273,-25.391,-8.789,0.000,0
161648.146,-15.137,-31.738,-30.273,-9.766,0.000,0
161648.150,-18.555,-29.785,-21.973,-19.043,0.000,0
161648.154,-22.461,-30.273,-28.809,-17.090,0.000,0
161648.158,-19.531,-29.785,-31.738,-8.301,0.000,0
161648.162,-16.113,-30.762,-31.738,-22.949,0.000,0
161648.166,-16.602,-34.180,-19.043,-26.367,0.000,0
161648.170,-20.996,-39.551,-20.996,-13.672,0.000,0
161648.174,-8.789,-41.504,-38.574,-20.508,0.000,0
161648.178,-4.395,-32.227,-27.344,-14.648,0.000,0
161648.181,-20.508,-26.855,-14.160,-10.742,0.000,0
161648.185,-17.090,-24.414,-5.371,-13.672,0.000,0
161648.189,-15.625,-25.879,-2.930,-19.043,0.000,0
161648.193,-20.020,-29.297,-21.973,-20.020,0.000,0
161648.197,-18.555,-30.762,-34.668,-10.254,0.000,0
161648.201,-31.738,-32.227,-27.344,-8.789,0.000,0
161648.205,-37.598,-36.621,-21.484,-20.020,0.000,0
161648.209,-21.973,-36.133,-17.090,-22.949,0.000,0
161648.213,-22.949,-33.203,-29.785,-23.438,0.000,0
161648.217,-21.484,-30.762,-30.762,-16.602,0.000,0
161648.221,-17.578,-30.762,-23.926,-5.859,0.000,0
161648.224,-24.414,-35.156,-5.371,-10.254,0.000,0
161648.228,-27.344,-34.180,-3.418,-9.277,0.000,0
161648.232,-20.996,-26.855,-29.297,-30.762,0.000,0
161648.236,-21.484,-28.809,-32.227,-33.691,0.000,0
161648.240,-16.113,-30.273,-22.949,-3.418,0.000,0
161648.244,0.488,-31.250,-11.230,-15.137,0.000,0
161648.248,-3.906,-34.180,-19.043,-32.715,0.000,0
161648.252,-14.160,-33.691,-41.016,-17.090,0.000,0
161648.256,-23.438,-32.715,-27.832,3.418,0.000,0
161648.260,-5.371,-25.391,-13.672,-5.859,0.000,0
161648.263,8.789,-22.461,-6.836,-28.809,0.000,0
161648.267,5.859,-21.484,-3.906,-13.184,0.000,0
161648.271,-6.348,-26.855,-18.066,-18.066,0.000,0
161648.275,-11.719,-32.715,-20.508,-38.574,0.000,0
161648.279,3.418,-24.902,-33.691,-15.137,0.000,0
161648.283,-12.207,-29.297,-22.949,-4.883,0.000,0
161648.287,-34.180,-39.551,-16.113,-30.762,0.000,0
161648.291,-25.391,-40.039,-33.203,-39.551,0.000,0
161648.295,-16.602,-34.180,-36.133,-10.742,0.000,0
161648.299,-35.645,-33.691,-59.082,-0.977,0.000,0
161648.303,-14.160,-31.250,-29.297,-18.066,0.000,0
161648.306,25.391,-17.578,8.789,-13.184,0.000,0
161648.310,1.465,-19.531,-20.508,-12.207,0.000,0
161648.314,-48.828,-33.691,-49.805,-21.973,0.000,0
161648.318,-52.246,-31.738,-44.434,8.301,0.000,0
161648.322,-20.508,-24.902,-23.926,-10.742,0.000,0
161648.326,-20.508,-30.273,-23.438,-47.363,0.000,0
