timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
160236.283,-21.973,-34.180,-31.738,-12.695,0.000,0
160236.287,-24.902,-34.180,-42.969,-23.438,0.000,0
160236.291,-29.297,-29.297,-28.320,-24.414,0.000,0
160236.295,-28.809,-26.367,-15.137,-34.668,0.000,0
160236.299,-21.484,-26.855,-34.668,-41.504,0.000,0
160236.303,-22.949,-25.391,-42.480,-27.832,0.000,0
160236.306,-20.996,-25.879,-50.781,-20.020,0.000,0
160236.310,-20.020,-29.297,-26.367,-31.250,0.000,0
160236.314,-14.160,-28.809,-26.367,-28.809,0.000,0
160236.318,-15.137,-26.367,-49.316,-20.508,0.000,0
160236.322,-28.320,-29.297,-42.969,-26.367,0.000,0
160236.326,-27.344,-25.391,-32.227,-19.531,0.000,0
160236.330,-14.160,-22.461,-17.090,-24.414,0.000,0
160236.334,-14.160,-21.973,-22.949,-21.973,0.000,0
160236.338,-19.043,-24.414,-47.852,-27.344,0.000,0
160236.342,-28.809,-30.762,-40.527,-24.414,0.000,0
160236.346,-21.973,-31.738,-30.762,-11.719,0.000,0
160236.349,-20.020,-28.320,-25.879,-19.531,0.000,0
160236.353,-35.645,-29.297,-20.996,-38.574,0.000,0
160236.357,-34.180,-27.832,-24.902,-39.062,0.000,0
160236.361,-31.738,-31.250,-43.457,-27.344,0.000,0
160236.365,-33.691,-31.738,-47.363,-22.949,0.000,0
160236.369,-29.297,-30.273,-30.762,-27.832,0.000,0
160236.373,-27.344,-25.879,-23.438,-43.457,0.000,0
160236.377,-15.625,-22.949,-33.691,-27.832,0.000,0
160236.381,-19.043,-30.273,-36.621,-17.090,0.000,0
160236.385,-30.762,-30.762,-38.086,-31.250,0.000,0
160236.388,-25.391,-25.879,-33.203,-30.762,0.000,0
160236.392,-25.879,-33.691,-29.297,-39.062,0.000,0
160236.396,-27.832,-33.691,-23.438,-38.574,0.000,0
160236.400,-21.973,-25.879,-14.648,-20.020,0.000,0
160236.404,-27.344,-31.738,-44.922,-23.438,0.000,0
160236.408,-21.973,-29.785,-57.617,-31.250,0.000,0
160236.412,-19.043,-25.879,-26.855,-30.273,0.000,0
160236.416,-23.438,-27.832,-29.785,-25.391,0.000,0
160236.420,-25.879,-27.832,-38.086,-25.879,0.000,0
160236.424,-28.809,-28.809,-37.109,-41.992,0.000,0
160236.428,-0.977,-22.461,-20.508,-20.996,0.000,0
160236.431,20.508,-20.020,0.977,-22.949,0.000,0
160236.435,-11.230,-24.414,-30.762,-47.363,0.000,0
160236.439,-41.016,-18.555,-50.293,-43.457,0.000,0
160236.443,-32.715,-10.742,-29.785,-10.742,0.000,0
160236.447,-24.414,-16.113,-9.766,-5.371,0.000,0
160236.451,-26.855,-20.020,-14.160,-28.809,0.000,0
160236.455,-31.250,-17.090,-30.762,-25.879,0.000,0
160236.459,-29.297,-14.648,-20.508,-18.555,0.000,0
160236.463,-19.531,-9.766,-9.766,-4.883,0.000,0
160236.467,-16.113,-12.207,-6.348,-7.324,0.000,0
160236.471,-18.066,-20.020,-0.488,-33.691,0.000,0
